Customer_Id,Annual_Income,Annual_Spend,Monthly_Visits,Avg_Order_Value,Customer_Tenure_Years,Gender,Payment_Method,cluster,predicted_segment_name
C04719,171307.63754124998,10036.1041214875,20,709.6708065,2,Male,Online,0,Loyal Customers
C04720,132895.5002,10036.1041214875,17,752.2769299,2,Male,Online,0,Loyal Customers
C04721,56135.51166,4139.927958,9,445.0476542,5,Male,Store,2,Premium Customers
C04722,61705.01997,1229.7629,5,229.6269178,6,Female,Online,1,Regular Customers
C04723,64233.49755,1847.954656,7,204.0586182,2,Male,Store,1,Regular Customers
C04724,171307.63754124998,10001.40049,15,609.1263843,6,Male,Store,0,Loyal Customers
C04725,50549.61729,1501.82151,4,348.6477046,4,Female,Online,1,Regular Customers
C04726,162555.4574,10036.1041214875,17,848.5410537875001,7,Male,Online,0,Loyal Customers
C04727,117568.4343,8970.140727,20,418.545887,6,Female,Online,0,Loyal Customers
C04728,45553.60568,1649.674077,7,225.1343342,1,Male,Online,1,Regular Customers
C04729,80266.26329,5277.146845,11,478.4834698,10,Female,Store,2,Premium Customers
C04730,85565.06042,3332.473117,10,306.8195612,9,Male,Store,2,Premium Customers
C04731,62739.3716,1544.674324,7,249.8729592,3,Female,Online,1,Regular Customers
C04732,171307.63754124998,10036.1041214875,17,804.0072345,2,Female,Mobile App,0,Loyal Customers
C04733,56135.51166,3402.282473,11,254.0439025,5,Male,Store,1,Regular Customers
C04734,45685.0617,1805.185463,7,266.3529686,8,Male,Online,1,Regular Customers
C04735,56216.44144,1847.954656,5,227.0199123,4,Male,Online,1,Regular Customers
C04736,67696.41429,1517.829675,5,260.3396433,2,Male,Store,1,Regular Customers
C04737,171307.63754124998,9168.333601,14,609.2009331,6,Male,Store,0,Loyal Customers
C04738,29537.26496,527.4260764,2,141.9563133,8,Male,Online,3,Budget Shoppers
C04739,163868.9504,10036.1041214875,17,613.6880995,5,Male,Online,0,Loyal Customers
C04740,159424.7562,10036.1041214875,18,666.661448,5,Female,Online,0,Loyal Customers
C04741,171307.63754124998,10036.1041214875,19,747.7414426,8,Female,Store,0,Loyal Customers
C04742,29547.16709,668.7626803,4,212.9428365,4,Male,Online,3,Budget Shoppers
C04743,171307.63754124998,10036.1041214875,17,700.9277955,3,Male,Online,0,Loyal Customers
C04744,61174.49479,1305.273196,7,184.603537,9,Male,Mobile App,1,Regular Customers
C04745,29455.41618,700.7320426,2,244.6625014,7,Female,Online,3,Budget Shoppers
C04746,151441.7416,10036.1041214875,18,563.0520138,3,Male,Store,0,Loyal Customers
C04747,56135.51166,1734.648112,5,363.06444,7,Male,Store,1,Regular Customers
C04748,86429.18991,4424.941786,10,423.4535134,8,Female,Online,2,Premium Customers
C04749,57727.40738,1550.293161,5,251.0537546,4,Female,Online,1,Regular Customers
C04750,62290.30125,1867.239014,6,288.009443,5,Female,Store,1,Regular Customers
C04751,66023.33579,4715.453671,9,485.9537659,3,Male,Online,2,Premium Customers
C04752,31724.32737,807.3274877,4,301.5224674,3,Male,Online,3,Budget Shoppers
C04753,24677.32083,664.3148812,3,203.0946784,2,Male,Online,3,Budget Shoppers
C04754,62901.70548,1754.571889,6,258.3114302,3,Female,Store,1,Regular Customers
C04755,55622.96443,2116.847522,6,333.1396882,4,Male,Mobile App,1,Regular Customers
C04756,159785.3502,10036.1041214875,15,681.3863404,2,Male,Online,0,Loyal Customers
C04757,61940.18057,1725.827344,6,203.5870281,3,Male,Online,1,Regular Customers
C04758,56162.5086,1847.954656,7,247.4810677,7,Male,Store,1,Regular Customers
C04759,30780.39203,664.8897258,3,190.9108845,2,Male,Store,3,Budget Shoppers
C04760,62682.97567,1968.584461,6,345.101296,10,Male,Online,1,Regular Customers
C04761,82296.40923,4823.031745,11,477.8893162,3,Male,Mobile App,2,Premium Customers
C04762,117567.5714,4728.700917,12,316.5978373,1,Male,Store,2,Premium Customers
C04763,64530.64858,1671.635188,7,263.9219822,8,Female,Online,1,Regular Customers
C04764,100999.8654,4789.376752,10,450.1307387,2,Male,Online,2,Premium Customers
C04765,131379.8736,10036.1041214875,18,746.4039971,6,Male,Online,0,Loyal Customers
C04766,56111.95887,1868.387897,4,419.2073971,6,Male,Mobile App,1,Regular Customers
C04767,30200.60968,461.1478636,2,175.4105431,1,Male,Store,3,Budget Shoppers
C04768,54750.66158,2113.747993,9,284.5939993,2,Male,Online,1,Regular Customers
C04769,126453.7406,10036.1041214875,15,809.5340664,7,Male,Mobile App,0,Loyal Customers
C04770,91583.68239,4665.065311,8,524.7223509,2,Male,Online,2,Premium Customers
C04771,52294.45304,1847.954656,6,253.4746773,3,Male,Store,1,Regular Customers
C04772,156455.7417,10036.1041214875,17,721.3377685,2,Male,Mobile App,0,Loyal Customers
C04773,76866.44056,4482.080288,11,341.6229253,3,Male,Mobile App,2,Premium Customers
C04774,28766.32466,497.1282619,3,113.5781137,9,Female,Online,3,Budget Shoppers
C04775,36495.6532,570.2302594,1,597.4352837,5,Female,Mobile App,3,Budget Shoppers
C04776,55619.99309,1559.961978,7,201.0146234,8,Female,Mobile App,1,Regular Customers
C04777,69795.61488,1840.922949,5,355.3443246,9,Male,Mobile App,1,Regular Customers
C04778,27356.97432,584.845357,1,475.543254,6,Male,Online,3,Budget Shoppers
C04779,48464.23592,1549.05766,6,234.0726616,8,Female,Store,1,Regular Customers
C04780,56135.51166,527.0195457,3,214.8094931,7,Male,Mobile App,3,Budget Shoppers
C04781,48730.37798,1954.972663,6,316.1710512,2,Male,Store,1,Regular Customers
C04782,85659.24997,4626.873592,10,445.5117049,9,Female,Store,2,Premium Customers
C04783,73245.00291,4992.332671,9,528.9266543,6,Male,Store,2,Premium Customers
C04784,53859.0377,1822.033147,9,210.0955139,7,Male,Store,1,Regular Customers
C04785,100551.2885,5523.359891,11,456.3872637,9,Female,Mobile App,2,Premium Customers
C04786,28530.83698,662.1066309,3,218.9782685,7,Male,Store,3,Budget Shoppers
C04787,92673.64319,4130.988731,10,384.7856218,5,Male,Store,2,Premium Customers
C04788,52526.41115,1697.515237,5,254.144627,7,Female,Store,1,Regular Customers
C04789,76896.73456,1678.881847,9,182.8673331,4,Male,Online,1,Regular Customers
C04790,88037.61892,5939.535734,10,619.4854867,10,Female,Online,2,Premium Customers
C04791,92264.1917,5702.118276,10,497.1461594,1,Female,Store,2,Premium Customers
C04792,80770.16653,5281.176325,8,567.1671189,1,Female,Mobile App,2,Premium Customers
C04793,26951.54261,680.3658483,2,226.2230179,4,Female,Mobile App,3,Budget Shoppers
C04794,58861.53312,1762.280204,6,324.7878549,1,Male,Store,1,Regular Customers
C04795,150251.0269,10036.1041214875,18,530.3235844,8,Male,Store,0,Loyal Customers
C04796,49590.11453,1981.286306,7,269.5379456,5,Male,Online,1,Regular Customers
C04797,90436.83851,4318.980453,9,470.5047477,2,Male,Store,2,Premium Customers
C04798,150418.1098,9564.533197,18,569.8557524,4,Female,Mobile App,0,Loyal Customers
C04799,100731.2764,4877.706107,8,575.8293624,2,Male,Online,2,Premium Customers
C04800,58891.22302,1610.932364,7,301.5224674,1,Male,Online,1,Regular Customers
C04801,167413.7101,10036.1041214875,18,657.3161734,4,Male,Mobile App,0,Loyal Customers
C04802,44859.69723,1741.175441,4,403.7735659,7,Male,Online,1,Regular Customers
C04803,63109.26038,2036.165807,6,341.6391824,7,Male,Mobile App,1,Regular Customers
C04804,33852.54086,595.5931472,5,112.6229174,9,Male,Mobile App,3,Budget Shoppers
C04805,63888.02514,1837.057339,7,230.4748926,6,Female,Store,1,Regular Customers
C04806,96975.65482,4937.392853,10,301.5224674,7,Female,Store,2,Premium Customers
C04807,49517.21986,1615.048025,8,229.0261699,8,Female,Online,1,Regular Customers
C04808,53351.4455,1835.659746,7,281.8914702,7,Female,Online,1,Regular Customers
C04809,31357.56142,533.4205952,4,103.4141487,6,Male,Online,3,Budget Shoppers
C04810,35862.22784,592.9592407,1,353.9476528,8,Male,Store,3,Budget Shoppers
C04811,162808.9308,10036.1041214875,17,848.5410537875001,6,Female,Mobile App,0,Loyal Customers
C04812,86062.64788,5033.108834,13,348.4971858,7,Female,Store,2,Premium Customers
C04813,56135.51166,1738.831968,6,287.2646676,9,Male,Store,1,Regular Customers
C04814,55408.7855,1909.052601,5,346.0365272,3,Male,Store,1,Regular Customers
C04815,48754.89018,2118.793564,7,273.4001997,8,Female,Online,1,Regular Customers
C04816,171307.63754124998,10036.1041214875,18,777.4335812,8,Female,Mobile App,0,Loyal Customers
C04817,30660.03122,513.1915985,3,203.4151736,3,Female,Store,3,Budget Shoppers
C04818,56135.51166,1744.078514,7,173.2117683,9,Male,Store,1,Regular Customers
C04819,141452.4121,10036.1041214875,15,758.5199902,3,Male,Store,0,Loyal Customers
C04820,46380.64235,1847.954656,7,182.0689359,10,Male,Store,1,Regular Customers
C04821,54600.31857,1767.855481,6,236.1447635,5,Male,Mobile App,1,Regular Customers
C04822,32506.34291,561.1986987,3,179.6141486,10,Male,Online,3,Budget Shoppers
C04823,24786.89637,574.4053815,2,241.4247946,1,Female,Online,3,Budget Shoppers
C04824,139633.634,10036.1041214875,19,605.9523297,6,Male,Online,0,Loyal Customers
C04825,50406.90208,1724.16853,6,240.3335673,1,Male,Online,1,Regular Customers
C04826,31924.66471,469.4164898,3,161.1506356,8,Female,Store,3,Budget Shoppers
C04827,27284.60694,761.8852517,3,121.5020441,9,Female,Mobile App,3,Budget Shoppers
C04828,85710.15849,4456.520382,10,462.8831663,8,Female,Online,2,Premium Customers
C04829,169443.7284,10036.1041214875,15,816.3483131,3,Male,Store,0,Loyal Customers
C04830,48375.11935,2053.415349,5,384.6506403,1,Female,Store,1,Regular Customers
C04831,92876.24896,4929.229624,9,493.4025162,6,Male,Online,2,Premium Customers
C04832,51378.64727,1888.995473,5,382.1110493,5,Female,Online,1,Regular Customers
C04833,32732.28919,760.3619018,1,774.0365408,10,Female,Mobile App,3,Budget Shoppers
C04834,137896.9957,10036.1041214875,18,687.2075609,3,Male,Mobile App,0,Loyal Customers
C04835,59929.59393,1869.64808,6,243.5544506,1,Male,Mobile App,1,Regular Customers
C04836,171307.63754124998,1847.954656,17,794.7974713,1,Female,Mobile App,0,Loyal Customers
C04837,26480.80112,638.1954544,3,236.8368746,4,Female,Online,3,Budget Shoppers
C04838,31151.21496,381.6247137,4,90.55642576,5,Male,Mobile App,3,Budget Shoppers
C04839,87012.41036,4278.93585,10,452.6024103,10,Female,Store,2,Premium Customers
C04840,52582.8089,1684.05194,7,195.9562426,8,Male,Store,1,Regular Customers
C04841,60345.94812,1531.548151,7,191.0226956,6,Male,Online,1,Regular Customers
C04842,67267.12252,4454.982388,9,437.2154125,2,Male,Mobile App,2,Premium Customers
C04843,65057.04757,1829.157124,4,373.3457463,7,Male,Store,1,Regular Customers
C04844,51261.31947,1947.247069,8,209.607615,10,Male,Online,1,Regular Customers
C04845,56032.23076,1699.146715,8,216.8704657,4,Male,Mobile App,1,Regular Customers
C04846,85764.42856,3571.456991,10,405.5220154,7,Male,Online,2,Premium Customers
C04847,32977.8597,532.2808286,2,186.9880573,8,Female,Online,3,Budget Shoppers
C04848,171307.63754124998,10036.1041214875,17,805.769297,8,Male,Online,0,Loyal Customers
C04849,26069.03796,690.9247128,2,312.5166449,9,Male,Online,3,Budget Shoppers
C04850,30390.81494,531.7111268,2,162.3815526,10,Male,Mobile App,3,Budget Shoppers
C04851,36593.25156,593.1900956,2,268.3979111,8,Male,Store,3,Budget Shoppers
C04852,171307.63754124998,10036.1041214875,18,712.5211462,4,Male,Mobile App,0,Loyal Customers
C04853,60765.28792,2093.056244,6,264.643535,3,Female,Online,1,Regular Customers
C04854,93160.52275,4021.04737,7,566.0645675,4,Male,Online,2,Premium Customers
C04855,34046.80579,724.0622665,1,421.6034142,1,Male,Store,3,Budget Shoppers
C04856,58910.98942,1998.112311,5,264.4735683,10,Male,Online,1,Regular Customers
C04857,32077.45966,661.8359216,1,619.2600703,4,Male,Online,3,Budget Shoppers
C04858,31793.59829,591.7238896,3,301.5224674,2,Male,Online,3,Budget Shoppers
C04859,56135.51166,4414.785792,9,429.7857727,9,Male,Mobile App,2,Premium Customers
C04860,27254.1908,666.0193032,3,185.4802502,10,Male,Online,3,Budget Shoppers
C04861,110740.7884,10036.1041214875,20,584.6979338,7,Male,Store,0,Loyal Customers
C04862,73593.723,5161.071787,10,494.9185437,6,Male,Online,2,Premium Customers
C04863,67771.23585,1826.819889,7,267.1871559,6,Female,Online,1,Regular Customers
C04864,19414.60092,592.7058632,3,151.6040569,4,Male,Store,3,Budget Shoppers
C04865,29539.49667,572.8037472,3,166.9995872,5,Male,Store,3,Budget Shoppers
C04866,30691.37682,593.8688917,2,208.8398654,1,Male,Mobile App,3,Budget Shoppers
C04867,53050.3734,1661.307311,6,208.0455278,10,Male,Online,1,Regular Customers
C04868,45931.04386,1909.840708,7,243.2027412,5,Female,Store,1,Regular Customers
C04869,28920.58249,562.1975045,2,189.4223352,5,Male,Store,3,Budget Shoppers
C04870,69908.33024,4843.719763,10,509.8937532,6,Male,Online,2,Premium Customers
C04871,94270.57664,4247.993033,9,410.6095566,6,Male,Online,2,Premium Customers
C04872,67424.6025,1629.912517,5,272.2278188,6,Female,Online,1,Regular Customers
C04873,52316.164,1689.659563,8,192.8590176,9,Male,Mobile App,1,Regular Customers
C04874,29412.95893,672.723257,4,158.7244365,1,Male,Mobile App,3,Budget Shoppers
C04875,171307.63754124998,10036.1041214875,16,832.1250984,5,Male,Online,0,Loyal Customers
C04876,33815.77098,655.239377,1,509.7692746,7,Male,Online,3,Budget Shoppers
C04877,31346.60365,501.7537345,4,97.55592701,4,Male,Mobile App,3,Budget Shoppers
C04878,88080.75188,5394.179552,9,542.8993708,7,Male,Online,2,Premium Customers
C04879,84244.0255,4706.339436,9,500.8168079,5,Female,Mobile App,2,Premium Customers
C04880,56927.10656,2546.094962,4,485.9424038,8,Male,Online,1,Regular Customers
C04881,86566.13342,5383.186965,9,629.7188022,1,Male,Online,2,Premium Customers
C04882,170710.09,10036.1041214875,19,563.2889697,2,Female,Store,0,Loyal Customers
C04883,26039.44476,648.625915,2,245.3826531,6,Male,Online,3,Budget Shoppers
C04884,56473.44616,2232.847242,5,357.6928697,2,Male,Online,1,Regular Customers
C04885,166469.8958,10036.1041214875,18,759.6783998,9,Male,Online,0,Loyal Customers
C04886,31138.16145,465.5365986,3,152.4302886,5,Male,Store,3,Budget Shoppers
C04887,72514.40199,5060.763045,11,410.7880794,3,Female,Mobile App,2,Premium Customers
C04888,60209.03341,1753.313817,7,214.4454943,2,Male,Mobile App,1,Regular Customers
C04889,32598.01943,499.2408484,2,178.5013459,1,Female,Store,3,Budget Shoppers
C04890,57285.08015,5130.244266,10,513.3293437,1,Female,Store,2,Premium Customers
C04891,67396.26774,1590.155486,8,301.5224674,9,Male,Store,1,Regular Customers
C04892,171307.63754124998,1847.954656,17,797.7812208,6,Male,Store,0,Loyal Customers
C04893,34022.63574,638.8468467,2,196.6075793,4,Male,Online,3,Budget Shoppers
C04894,99849.34219,5893.415198,10,611.8054012,6,Female,Online,2,Premium Customers
C04895,79463.01441,4971.2648,11,420.408249,2,Female,Store,2,Premium Customers
C04896,27838.47516,637.4253153,5,158.419221,1,Male,Store,3,Budget Shoppers
C04897,20805.88391,595.7366368,2,322.5198141,8,Male,Store,3,Budget Shoppers
C04898,91840.56745,3593.128515,10,325.1039907,2,Male,Store,2,Premium Customers
C04899,31985.34735,671.7031734,4,212.8578308,1,Male,Online,3,Budget Shoppers
C04900,127375.0397,10036.1041214875,16,574.5387242,7,Female,Online,0,Loyal Customers
C04901,96528.73389,1847.954656,10,414.823295,3,Male,Online,2,Premium Customers
C04902,72678.21044,3720.736046,10,336.5951095,3,Female,Store,2,Premium Customers
C04903,105678.8668,1847.954656,10,550.9594731,5,Female,Store,2,Premium Customers
C04904,62351.69106,1819.530163,7,281.8888977,1,Male,Online,1,Regular Customers
C04905,23661.08828,547.9871301,3,183.0858066,4,Male,Online,3,Budget Shoppers
C04906,57408.36592,1854.201879,6,276.2349733,3,Female,Store,1,Regular Customers
C04907,50384.4943,1877.035735,8,241.0049839,3,Male,Online,1,Regular Customers
C04908,150098.315,10036.1041214875,15,821.206502,5,Female,Online,0,Loyal Customers
C04909,33537.68754,1847.954656,3,157.4387054,9,Male,Online,3,Budget Shoppers
C04910,60003.14584,1485.110052,6,178.5497822,3,Female,Mobile App,1,Regular Customers
C04911,168849.8141,10036.1041214875,18,636.5804907,1,Male,Mobile App,0,Loyal Customers
C04912,87958.41031,4941.346452,9,527.1873466,9,Female,Store,2,Premium Customers
C04913,55967.18291,1995.695418,9,222.9295036,4,Female,Online,1,Regular Customers
C04914,37678.92015,459.46561,2,206.8381234,9,Male,Store,3,Budget Shoppers
C04915,30263.94468,633.3055004,1,489.2053087,9,Female,Online,3,Budget Shoppers
C04916,56135.51166,1803.935459,7,284.0470568,10,Female,Mobile App,1,Regular Customers
C04917,140867.4726,10036.1041214875,16,812.6833827,9,Female,Online,0,Loyal Customers
C04918,56135.51166,545.4146951,3,155.6963704,10,Male,Mobile App,3,Budget Shoppers
C04919,29325.61553,628.9162324,2,264.3534719,8,Male,Online,3,Budget Shoppers
C04920,35448.41908,562.4312656,5,75.58310611,6,Female,Mobile App,3,Budget Shoppers
C04921,59195.89147,1522.51788,6,187.3262125,3,Male,Online,1,Regular Customers
C04922,103583.1812,4932.721523,9,475.3420448,4,Male,Store,2,Premium Customers
C04923,85860.2944,4700.281479,10,445.8113732,1,Female,Online,2,Premium Customers
C04924,89289.10372,5476.931282,9,602.2899738,2,Male,Mobile App,2,Premium Customers
C04925,51704.56227,1774.107249,8,198.7980485,3,Male,Online,1,Regular Customers
C04926,46107.72139,1834.241041,8,177.3448071,3,Male,Online,1,Regular Customers
C04927,159851.2619,10036.1041214875,20,609.2402881,1,Female,Store,0,Loyal Customers
C04928,48565.87334,1384.670864,7,241.9528473,6,Male,Store,1,Regular Customers
C04929,171307.63754124998,10036.1041214875,17,663.2188197,9,Female,Mobile App,0,Loyal Customers
C04930,50397.43276,1669.118815,8,124.0138774,2,Male,Store,1,Regular Customers
C04931,56135.51166,624.5806591,3,193.7807281,6,Male,Store,3,Budget Shoppers
C04932,171307.63754124998,10036.1041214875,18,757.6029325,3,Male,Mobile App,0,Loyal Customers
C04933,146201.0228,10036.1041214875,20,301.5224674,10,Male,Store,0,Loyal Customers
C04934,95518.65588,4276.841406,9,477.0878456,8,Male,Online,2,Premium Customers
C04935,87087.80901,3467.977077,11,302.5903044,8,Female,Online,2,Premium Customers
C04936,157359.5447,10036.1041214875,18,697.9474528,8,Male,Mobile App,0,Loyal Customers
C04937,49461.19742,1535.171297,5,221.2870387,6,Male,Store,1,Regular Customers
C04938,142818.7471,10036.1041214875,18,712.365174,9,Male,Online,0,Loyal Customers
C04939,56135.51166,4598.941282,10,301.5224674,1,Male,Store,1,Regular Customers
C04940,45687.61347,1867.187939,5,343.5375576,7,Female,Store,1,Regular Customers
C04941,72136.1919,4065.803468,9,399.5581796,1,Male,Online,2,Premium Customers
C04942,58410.09143,2091.947434,7,308.8202282,6,Male,Store,1,Regular Customers
C04943,53989.61403,1757.437802,8,204.5977103,6,Male,Online,1,Regular Customers
C04944,72183.86074,5168.433501,7,635.229261,6,Male,Store,2,Premium Customers
C04945,60697.67193,1100.434243,6,186.6603823,5,Male,Online,1,Regular Customers
C04946,24851.49104,565.9792891,4,78.19088594,9,Female,Mobile App,3,Budget Shoppers
C04947,101515.4166,4087.387284,8,568.7541706,4,Female,Online,2,Premium Customers
C04948,31029.11541,628.7572204,4,155.4037865,4,Male,Online,3,Budget Shoppers
C04949,28107.28192,692.4287637,2,212.9534865,5,Female,Store,3,Budget Shoppers
C04950,61472.61968,1416.835812,6,301.5224674,9,Male,Store,1,Regular Customers
C04951,62189.23634,2043.521853,5,411.271238,10,Female,Store,1,Regular Customers
C04952,46994.67866,1968.519627,6,271.1813674,1,Male,Online,1,Regular Customers
C04953,60735.9397,1998.245767,6,331.5883234,8,Male,Online,1,Regular Customers
C04954,66769.61103,3033.252575,9,331.8844812,4,Female,Store,1,Regular Customers
C04955,134047.6865,10036.1041214875,16,705.4179438,6,Female,Online,0,Loyal Customers
C04956,151946.9997,10036.1041214875,16,739.318517,3,Female,Online,0,Loyal Customers
C04957,142541.0942,10036.1041214875,17,661.3213183,9,Female,Mobile App,0,Loyal Customers
C04958,32075.60507,1847.954656,4,170.2389335,8,Male,Online,3,Budget Shoppers
C04959,129909.3514,10036.1041214875,18,743.3783677,1,Male,Online,0,Loyal Customers
C04960,106014.0357,4283.489983,11,378.6122348,9,Male,Online,2,Premium Customers
C04961,86337.65441,5088.339726,8,637.8884371,10,Male,Store,2,Premium Customers
C04962,58392.89301,2112.5226,7,241.5441543,9,Male,Mobile App,1,Regular Customers
C04963,24728.25043,580.0638063,1,298.9673479,9,Female,Store,3,Budget Shoppers
C04964,33778.38978,556.0553542,4,95.03675725,6,Female,Mobile App,3,Budget Shoppers
C04965,67798.07356,1558.738399,7,226.8710836,6,Male,Store,1,Regular Customers
C04966,135770.5485,10036.1041214875,18,681.266684,6,Female,Online,0,Loyal Customers
C04967,56380.9294,1674.955452,8,205.3223088,3,Female,Online,1,Regular Customers
C04968,56135.51166,10036.1041214875,17,626.7860691,9,Male,Online,0,Loyal Customers
C04969,25556.34406,523.2851911,4,100.7410706,3,Male,Store,3,Budget Shoppers
C04970,171307.63754124998,10036.1041214875,17,684.9222025,2,Male,Online,0,Loyal Customers
C04971,79791.22247,4798.314996,12,402.3535332,3,Female,Online,2,Premium Customers
C04972,54917.97204,1747.686912,8,188.0863631,8,Male,Store,1,Regular Customers
C04973,32549.57192,678.1895251,2,288.1156992,4,Male,Mobile App,3,Budget Shoppers
C04974,170791.4194,10036.1041214875,17,848.5410537875001,10,Female,Store,0,Loyal Customers
C04975,171307.63754124998,10036.1041214875,17,742.1430628,1,Female,Store,0,Loyal Customers
C04976,28842.11382,751.0807206,2,371.9733888,10,Male,Online,3,Budget Shoppers
C04977,32509.03586,564.7310911,1,437.1699576,4,Male,Online,3,Budget Shoppers
C04978,29370.14488,512.3290338,2,265.5752437,3,Male,Online,3,Budget Shoppers
C04979,167720.2149,10036.1041214875,18,571.4471861,7,Female,Mobile App,0,Loyal Customers
C04980,171307.63754124998,9894.39781,16,609.9457698,3,Male,Store,0,Loyal Customers
C04981,63859.35463,2075.506474,5,389.2241415,6,Female,Mobile App,1,Regular Customers
C04982,154179.19,10036.1041214875,17,532.6494012,4,Male,Store,0,Loyal Customers
C04983,30723.95657,559.0684754,1,301.5224674,4,Female,Online,3,Budget Shoppers
C04984,84761.9487,5183.707209,8,559.493994,7,Male,Store,2,Premium Customers
C04985,48136.78739,1358.742137,7,192.5193152,2,Female,Mobile App,1,Regular Customers
C04986,66468.63773,1297.424343,7,301.5224674,8,Female,Mobile App,1,Regular Customers
C04987,162982.7916,8347.854802,15,573.4672312,5,Male,Store,0,Loyal Customers
C04988,53057.44072,1717.737929,5,402.9009054,3,Male,Store,1,Regular Customers
C04989,103429.8614,4437.704899,8,510.8093689,4,Female,Online,2,Premium Customers
C04990,104784.4096,4707.884911,9,514.619316,8,Female,Online,2,Premium Customers
C04991,167053.7938,7964.724456,17,301.5224674,8,Male,Store,0,Loyal Customers
C04992,99837.59884,1847.954656,9,540.7970371,10,Male,Online,2,Premium Customers
C04993,80921.34956,4305.146995,11,364.5025909,3,Male,Store,2,Premium Customers
C04994,102182.3891,5003.499636,8,578.1292013,4,Female,Store,2,Premium Customers
C04995,48977.8116,1582.755619,7,249.4847621,8,Male,Online,1,Regular Customers
C04996,55193.39339,1641.706337,8,245.6050456,9,Male,Mobile App,1,Regular Customers
C04997,53255.48343,1708.923156,6,286.5472504,1,Male,Online,1,Regular Customers
C04998,93379.1908,3277.734758,10,288.7496279,4,Female,Mobile App,2,Premium Customers
C04999,171307.63754124998,1847.954656,17,544.8312185,6,Female,Online,2,Premium Customers
C05000,49866.07983,1839.245525,9,174.8421304,2,Male,Store,1,Regular Customers
C05001,47847.40279,1831.047542,6,343.4604658,5,Male,Online,1,Regular Customers
C05002,149076.2015,10036.1041214875,18,759.7499336,4,Male,Online,0,Loyal Customers
C05003,47468.32443,1490.732455,8,213.1214644,9,Male,Online,1,Regular Customers
C05004,54929.06758,1649.738329,5,281.5855925,7,Male,Online,1,Regular Customers
C05005,48456.72141,1670.489755,3,515.0035933,8,Male,Store,1,Regular Customers
C05006,29843.48298,591.8031726,1,292.0687453,7,Male,Online,3,Budget Shoppers
C05007,78236.44022,4756.154665,9,502.2489376,5,Male,Online,2,Premium Customers
C05008,128170.7734,10036.1041214875,17,586.5119004,8,Male,Store,0,Loyal Customers
C05009,33280.9058,640.2283545,3,140.9224322,10,Male,Online,3,Budget Shoppers
C05010,78311.64676,4259.733264,11,313.658442,9,Female,Online,2,Premium Customers
C05011,35402.73525,565.0487756,3,301.5224674,8,Male,Online,3,Budget Shoppers
C05012,167242.8647,10036.1041214875,19,301.5224674,3,Female,Store,0,Loyal Customers
C05013,164791.5049,10036.1041214875,19,699.6209834,4,Male,Store,0,Loyal Customers
C05014,29900.94634,506.3825652,3,93.87735083,9,Female,Store,3,Budget Shoppers
C05015,45698.90045,2283.715026,5,429.4855951,9,Female,Store,1,Regular Customers
C05016,51843.71667,1884.673277,6,273.6581034,2,Female,Store,1,Regular Customers
C05017,52697.16495,1927.170803,8,254.9383024,1,Male,Online,1,Regular Customers
C05018,66862.52236,1990.51493,6,256.5808062,1,Male,Store,1,Regular Customers
C05019,50909.18585,1870.384744,5,283.2399992,2,Male,Store,1,Regular Customers
C05020,60857.97258,1593.138646,7,136.3415097,2,Male,Store,1,Regular Customers
C05021,36668.20146,540.7576429,2,209.9674184,4,Male,Online,3,Budget Shoppers
C05022,52891.13136,1734.603676,7,284.149633,10,Male,Store,1,Regular Customers
C05023,149258.8574,9758.221935,17,566.5849914,5,Female,Store,0,Loyal Customers
C05024,27747.97427,533.5748625,4,75.06457364,8,Male,Mobile App,3,Budget Shoppers
C05025,28587.10402,800.834902,2,334.1446652,6,Male,Online,3,Budget Shoppers
C05026,71893.11085,1803.613116,4,419.062951,4,Male,Mobile App,1,Regular Customers
C05027,31953.21616,557.5987813,1,313.8719726,7,Female,Online,3,Budget Shoppers
C05028,51932.32226,2112.42055,7,236.6379421,3,Male,Online,1,Regular Customers
C05029,27408.56085,415.5052849,2,121.6507361,9,Male,Online,3,Budget Shoppers
C05030,56135.51166,4384.124697,11,392.2449989,4,Male,Store,2,Premium Customers
C05031,28193.67464,627.8999085,2,229.3441492,5,Female,Store,3,Budget Shoppers
C05032,171307.63754124998,10036.1041214875,18,644.4765262,4,Male,Online,0,Loyal Customers
C05033,74741.11636,3682.654377,9,384.7043755,6,Male,Online,2,Premium Customers
C05034,91913.70316,4413.178287,9,473.7674492,8,Female,Mobile App,2,Premium Customers
C05035,61285.31294,2281.36625,6,289.677928,8,Female,Mobile App,1,Regular Customers
C05036,171307.63754124998,10036.1041214875,17,637.7635653,5,Male,Store,0,Loyal Customers
C05037,23280.45618,654.0191669,2,234.0304694,8,Female,Online,3,Budget Shoppers
C05038,59204.00252,1795.765118,9,200.1557543,7,Female,Mobile App,1,Regular Customers
C05039,28088.50477,574.6987064,2,253.6307511,1,Male,Online,3,Budget Shoppers
C05040,80851.01937,4303.73722,6,639.4094393,5,Male,Mobile App,2,Premium Customers
C05041,30998.55698,533.8394879,2,181.2182442,1,Female,Store,3,Budget Shoppers
C05042,170844.6176,10036.1041214875,17,848.5410537875001,7,Female,Online,0,Loyal Customers
C05043,37425.08971,418.4395082,4,74.7902628,2,Male,Online,3,Budget Shoppers
C05044,35052.13189,629.5029966,2,220.6488324,9,Female,Online,3,Budget Shoppers
